AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Capital;28014508;CPR INF-PRI-SEC;SANTA MARIA DEL CARMEN;Calle De Los Misterios, 38 ;Madrid;Ciudad Lineal;28027;913774569;913671792;Privado Concertado
Madrid-Capital;28009641;CPR INF-PRI-SEC;SANTA MARIA DEL PILAR;Calle De Los Reyes Magos, 3 ;Madrid;Retiro;28009;915738007;915040724;Privado Concertado
Madrid-Capital;28020417;CPR INF-PRI-SEC;SANTA MARIA DEL YERMO;Calle De Gaztambide, 91 ;Madrid;Chamberí;28003;915492917;915499326;Privado Concertado
Madrid-Capital;28069297;CPR INF-PRI-SEC;SANTA MARIA LA BLANCA;Calle De Monasterio De Oseira, S/n ;Madrid;Fuencarral-El Pardo;28049;917508692;917508636;Privado Concertado
Madrid-Capital;28008922;CPR INF-PRI-SEC;SANTA MARIA MICAELA;Calle Vía Carpetana, 105 ;Madrid;Carabanchel;28047;914661300;914662099;Privado Concertado
Madrid-Capital;28010448;CPR INF-PRI-SEC;SANTA RAFAELA MARIA;Calle De Santa Rafaela María Del Sagrado Corazón, 112 ;Madrid;Puente de Vallecas;28018;917858014;917852638;Privado Concertado
Madrid-Capital;28014533;CPR INF-PRI-SEC;SANTA RITA;Calle De Eugenia De Montijo, 53 ;Madrid;Carabanchel;28025;914628683;914618210;Privado Concertado
Madrid-Capital;28043077;CPR INF-PRI-SEC;SANTA SUSANA;Calle De Pedro Heredia, 28 ;Madrid;Salamanca;28028;917260357;917252056;Privado Concertado
Madrid-Capital;28009781;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Calle De María Auxiliadora, 9 ;Madrid;Moncloa-Aravaca;28040;914598763;913110735;Privado Concertado
Madrid-Capital;28009793;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Calle De Arturo Soria, 208 ;Madrid;Ciudad Lineal;28043;914135938;915100216;Privado Concertado
Madrid-Capital;28009801;CPR INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Calle De Villuercas, 4 ;Madrid;Puente de Vallecas;28053;917855661;915074266;Privado Concertado
Madrid-Capital;28009823;CPR INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Calle De Alcalá, 587 ;Madrid;San Blas-Canillejas;28022;917416154;917423505;Privado Concertado
Madrid-Capital;28014648;CPR INF-PRI-SEC;SANTO DOMINGO;Glorieta Del Presidente García Moreno, 3 ;Madrid;Moncloa-Aravaca;28003;915332420;915536814;Privado Concertado
Madrid-Capital;28017182;CPR INF-PRI-SEC;SIGLO XXI;Calle De Lituania, 8 ;Madrid;Moratalaz;28030;914375000;914374493;Privado Concertado
Madrid-Capital;28015100;CPR INF-PRI-SEC;STELLA MARIS;Calle De Arturo Soria, 71 ;Madrid;Ciudad Lineal;28027;913672004;913672002;Privado Concertado
Madrid-Capital;28011908;CPR INF-PRI-SEC;TAJAMAR;Calle De Pío Felipe, 12 ;Madrid;Puente de Vallecas;28038;914772500;914782036;Privado Concertado
Madrid-Capital;28064408;CPR INF-PRI-SEC;TIMON;Calle De Rusia, 11 ;Madrid;San Blas-Canillejas;28022;915346935;915358310;Privado Concertado
Madrid-Capital;28022335;CPR INF-PRI-SEC;TRABENCO;Calle De La Reguera De Tomateros, 103 ;Madrid;Puente de Vallecas;28053;917856368;915079149;Privado Concertado
Madrid-Capital;28058135;CPR INF-PRI-SEC;TRES OLIVOS;Calle De Casildea De Vandalia, 3 ;Madrid;Fuencarral-El Pardo;28034;917355160;917352333;Privado Concertado
Madrid-Capital;28015495;CPR INF-PRI-SEC;VALDELUZ;Calle De Fermín Caballero, 53 ;Madrid;Fuencarral-El Pardo;28034;913780099;917387975;Privado Concertado
Madrid-Capital;28006457;CPR INF-PRI-SEC;VEDRUNA;Calle De Santa Joaquina De Vedruna, 3 ;Madrid;Villaverde;28021;917983716;917976752;Privado Concertado
Madrid-Capital;28014867;CPR INF-PRI-SEC;VEDRUNA;Calle Del Espinar, 41 ;Madrid;Carabanchel;28025;914650109;915257505;Privado Concertado
Madrid-Capital;28014910;CPR INF-PRI-SEC;VIRGEN DE ATOCHA;Avenida De La Ciudad De Barcelona, 1 ;Madrid;Retiro;28007;915524804;915529643;Privado Concertado
Madrid-Capital;28014958;CPR INF-PRI-SEC;VIRGEN DE MIRASIERRA;Calle De La Maso, 103 ;Madrid;Fuencarral-El Pardo;28034;917387300;917399195;Privado Concertado
Madrid-Capital;28013395;CPR INF-PRI-SEC;WISDOM SCHOOL MADRID;Calle De José Rodríguez Pinilla, 12 ;Madrid;Chamartín;28016;913595027;913508186;Privado Concertado
Madrid-Capital;28040520;CPR INF-PRI-SEC;ZAZUAR;Calle De Zazuar, 17 ;Madrid;Villa de Vallecas;28031;913314845;913314902;Privado Concertado
Madrid-Capital;28073276;CPR PRI-SEC;BROTMADRID;Calle Del General Romero Basart, 88 ;Madrid;Latina;28044;917107865;917057394;Privado Concertado
Madrid-Capital;28067501;CPR PRI-SEC;C.R.E. ANTONIO VICENTE MOSQUETE;Avenida Del Doctor García Tapia C/v A C/ Oberón ;Madrid;Moratalaz;28030;913535600;913535640;Privado Concertado
Madrid-Capital;28012111;CPR PRI-SEC;HISPANO ALEMAN;Calle De Serrano, 186 ;Madrid;Chamartín;28002;915635563;915627768;Privado Concertado
Madrid-Capital;28034933;CPR PRI-SEC;NUEVA CASTILLA;Calle De Los Montes De Barbanza, 19 ;Madrid;Villa de Vallecas;28031;913315897;-;Privado Concertado
Madrid-Capital;28014107;CPR PRI-SEC;SAN JOSE DE BEGOÑA;Calle De Marcos De Orueta, 15 ;Madrid;Fuencarral-El Pardo;28034;913584136;913340065;Privado Concertado
Madrid-Capital;28027931;CPR PRI-SEC;SAN JUAN GARCIA;Calle De Camarena, 57 ;Madrid;Latina;28047;917198710;917198711;Privado Concertado
Madrid-Capital;28009604;CPR PRI-SEC;SANTA MARIA DE LOS APOSTOLES;Plaza De La Grosella, 4 ;Madrid;Carabanchel;28044;914627411;915251551;Privado Concertado
Madrid-Capital;28014651;CPR PRI-SEC;SANTO DOMINGO SAVIO;Calle De Santo Domingo Savio, 2 ;Madrid;Ciudad Lineal;28017;913683100;913689067;Privado Concertado
Madrid-Capital;28076927;CPR PRI;STELLA MARIS COLLEGE & PREP SCHOOL;Calle De Valdesquí, 16 ;Madrid;Moncloa-Aravaca;28023;-;-;Privado
Madrid-Capital;28011091;CPR INF-PRI;AFUERA III A;Calle De Francisco Vitoria, 16 ;Madrid;Retiro;28007;915516439;915524432;Privado
Madrid-Capital;28046388;CPR INF-PRI;DIONISIA PLAZA;Calle De Los Espinos, 10 ;Madrid;Moncloa-Aravaca;28023;913079342;913573545;Privado
Madrid-Capital;28011866;CPR INF-PRI;ESTILO;Calle De Serrano, 182 ;Madrid;Chamartín;28002;915623158;915630736;Privado
Madrid-Capital;28022128;CPR INF-PRI;LAS NACIONES;Avenida De Alfonso Xiii, 90 ;Madrid;Chamartín;28016;914135276;914154238;Privado
Madrid-Capital;28058241;CPR INF-PRI;PEDAGOGIA WALDORF DE ARAVACA;Calle De Zenit, 10 ;Madrid;Moncloa-Aravaca;28023;913071210;913071210;Privado
Madrid-Capital;28014223;CPR INF-PRI;SAN PATRICIO;Calle De Serrano, 198 ;Madrid;Chamartín;28002;915638420;-;Privado
Madrid-Capital;28059127;CPR INF-PRI;SEK-SANTA ISABEL;Calle De San Ildefonso, 18 ;Madrid;Centro;28012;915279094;915395583;Privado
Madrid-Capital;28006561;CPR INF-PRI-SEC;ALAMEDA DE OSUNA;Paseo De La Alameda De Osuna, 17 ;Madrid;Barajas;28042;917427011;917427196;Privado
Madrid-Capital;28019737;CPR INF-PRI-SEC;ALTAIR, COLEGIO INTERNACIONAL;Calle De Joaquín Bau, 4 ;Madrid;Chamartín;28036;913596368;913507016;Privado
Madrid-Capital;28029494;CPR INF-PRI-SEC;ARCANGEL RAFAEL;Calle De Maqueda, 4 ;Madrid;Latina;28024;917119300;915186838;Privado
Madrid-Capital;28009069;CPR INF-PRI-SEC;ARTURO SORIA;Calle Del Duque De Tamámes, 9 ;Madrid;Ciudad Lineal;28043;914157295;915192532;Privado
Madrid-Capital;28041858;CPR INF-PRI-SEC;BRA-INSTITUCION;Calle De María Lombillo, 5 ;Madrid;San Blas-Canillejas;28027;917421060;917428546;Privado
Madrid-Capital;28020077;CPR INF-PRI-SEC;BRISTOL;Calle De Enrique De Prada, 1 ;Madrid;Hortaleza;28042;917428687;917418207;Privado
Madrid-Capital;28021100;CPR INF-PRI-SEC;COLEGIO EUROPEO ALMAZAN;Calle De Mesena, 101 ;Madrid;Ciudad Lineal;28033;913020706;913020706;Privado
Madrid-Capital;28068128;CPR INF-PRI-SEC;COLEGIO HIGHLANDS EL ENCINAR;Calle De San Enrique De Osso, 46 ;Madrid;Hortaleza;28050;916585497;916585241;Privado
Madrid-Capital;28077191;CPR INF-PRI-SEC;COLEGIO JOYFE VALDEBEBAS;Calle De Julio Cano Lasso, S/n ;Madrid;-;28055;-;-;Privado
Madrid-Capital;28015124;CPR INF-PRI-SEC;COLEGIO SANTA MARIA DEL CAMINO;Calle De Peguerinos, 13 ;Madrid;Moncloa-Aravaca;28035;913161347;913737986;Privado
Madrid-Capital;28075583;CPR INF-PRI-SEC;ESCUELA IDEO;Calle De Quintanapalla, 10 ;Madrid;Fuencarral-El Pardo;28050;917523343;916354173;Privado
Madrid-Capital;28019038;CPR INF-PRI-SEC;ESTUDIO;Calle De Jimena Menendez Pidal, 11 ;Madrid;Moncloa-Aravaca;28023;913079432;913071429;Privado
Madrid-Capital;28013383;CPR INF-PRI-SEC;HUERFANOS DE LA ARMADA;Calle De Arturo Soria, 285 ;Madrid;Ciudad Lineal;28033;913124929;913795592;Privado
Madrid-Capital;28071656;CPR INF-PRI-SEC;INTERNACIONAL ARAVACA;Calle De Santa Bernardita, 3 ;Madrid;Moncloa-Aravaca;28023;913571256;911212651;Privado
Madrid-Capital;28041196;CPR INF-PRI-SEC;INTERNACIONAL NUEVO CENTRO;Carretera Toledo A Villaverde, K0.5 ;Madrid;Villaverde;28041;917950161;917950247;Privado
Madrid-Capital;28026183;CPR INF-PRI-SEC;JOYFE;Calle De Vital Aza, 65 ;Madrid;Ciudad Lineal;28017;914082263;913772259;Privado
Madrid-Capital;28033035;CPR INF-PRI-SEC;MACARENA;Calle De La Macarena, 37 ;Madrid;Chamartín;28016;913599218;913596854;Privado
Madrid-Capital;28020272;CPR INF-PRI-SEC;MATER SALVATORIS;Calle De Valdesquí, 4 ;Madrid;Moncloa-Aravaca;28023;913071243;913571595;Privado
Madrid-Capital;28012871;CPR INF-PRI-SEC;MONTEALTO;Calle De La Maso, 76 ;Madrid;Fuencarral-El Pardo;28034;917388100;917386067;Privado
Madrid-Capital;28008351;CPR INF-PRI-SEC;NTRA. SRA. DE LAS MARAVILLAS;Calle Del Guadalquivir, 9 ;Madrid;Chamartín;28002;917823500;915617261;Privado
Madrid-Capital;28028659;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Calle Del General Aranaz, 66 ;Madrid;San Blas-Canillejas;28027;917430100;917430101;Privado
Madrid-Capital;28013413;CPR INF-PRI-SEC;NTRA. SRA. SANTA MARIA;Ronda De Sobradiel, 80 ;Madrid;Hortaleza;28043;913883202;913883240;Privado
Madrid-Capital;28017996;CPR INF-PRI-SEC;PARQUE CONDE DE ORGAZ;Calle De Gregorio Benítez, 25 ;Madrid;Hortaleza;28043;913001344;913884066;Privado
Madrid-Capital;28014119;CPR INF-PRI-SEC;SAN JOSE DEL PARQUE;Avenida De Champagnat, 2 ;Madrid;Hortaleza;28043;913000058;913005918;Privado
Madrid-Capital;28014511;CPR INF-PRI-SEC;SANTA MARIA DE LOS ROSALES;Calle De La Virgen De Los Rosales, 1 ;Madrid;Moncloa-Aravaca;28023;913070440;-;Privado
Madrid-Capital;28014612;CPR INF-PRI-SEC;SANTO ANGEL;Calle Del Arroyo Fontarrón, 209 ;Madrid;Moratalaz;28030;917721100;917732675;Privado
Madrid-Capital;28008715;CPR PRI-SEC;EL PRADO;Calle De La Costa Brava, 4 ;Madrid;Fuencarral-El Pardo;28034;917355710;917341679;Privado
Madrid-Capital;28011891;CPR PRI-SEC;FEM SCHOOL;Calle De La Loma, 4 ;Madrid;Chamberí;28003;915345073;915541345;Privado
Madrid-Capital;28007978;CPR PRI-SEC;MATER CLEMENTISSIMA;Calle De Antonio Folgueras, 12-20 ;Madrid;Puente de Vallecas;28018;914775628;914771327;Privado
Madrid-Capital;28008806;CPR PRI-SEC;RAMON Y CAJAL;Calle De Arturo Soria, 206 ;Madrid;Ciudad Lineal;28043;914135631;915191424;Privado
Madrid-Capital;28009677;CPR PRI-SEC;SANTA MARIA DEL VALLE CEP;Calle De Vitruvio, 14 ;Madrid;Chamartín;28006;915612093;915610200;Privado
